product_id,product_name,brand_name,price_usd,primary_category,secondary_category,tertiary_category,sephora_exclusive,product_rating,loves_count,author_id,review_rating,is_recommended,helpfulness,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,year,month,day_name
P297516,Checks and Balances Frothy Face Wash,Origins,27.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.289,98621,1309428290,5.0,,1.0,2016-11-16,Invigorating and washes off quick and clean,love it,,,,,2016,11,Wednesday
P456398,Ultimate Sun Protector Lotion SPF 50+ Sunscreen,Shiseido,50.0,Skincare,Sunscreen,Face Sunscreen,0,4.486,42257,8430000172,5.0,1.0,,2021-01-05,"Amazing sun block,  trust me you’ll need no other one over this one",Try this!,mediumTan,brown,combination,black,2021,1,Tuesday
P467762,Mini Watermelon Glow PHA + BHA Pore-Tight Toner,Glow Recipe,15.0,Skincare,Mini Size,,0,4.373,111141,1415381630,5.0,1.0,0.0,2022-05-31,"This toner is HG status for me! It makes my skin look so good and keeps it really clear.   I don’t know so much about improving my pores as I don’t really have big pores, but this has helped control breakouts and evened out my skin tone. My skin just looks better when I use this. I love the pink bottle and it smells good too!",Amazing toner,light,brown,combination,brown,2022,5,Tuesday
P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.363,282865,8086403086,5.0,1.0,,2017-09-11,"I have oily skin that can also be dull with acne at times.. I got this as a sample and really saw a difference. My skin was smooth, soft and just all around glowing. My makeup was looking amazing for a few weeks, and I really think I owe it to this because it was the only change in routine..  It is by far my favorite cleanser.",So great for all skin types!,light,brown,oily,brown,2017,9,Monday
P453824,Vital-E Antioxidant Recovery Cream,Peter Thomas Roth,75.0,Skincare,Moisturizers,Moisturizers,0,4.411,5199,6716962316,5.0,1.0,,2020-01-13,"I really liked this moisturizer. My skin is on the dry side. Not terrible, but if I don’t use a moisturizer then it feels really tight. This moisturizes well WITHOUT leaving me greasy looking. I also like it as a primer since it does a nice job of blurring my pores. I received this product free from Influenster for review purposes",Great moisturizer without looking greasy!,light,brown,dry,brown,2020,1,Monday
P384780,Pure Argan Milk Intensive Hydrating Treatment,Josie Maran,56.0,Skincare,Treatments,Face Serums,0,4.068,39408,1113566078,5.0,,,2014-02-23,I love how my skin feels after using this serum. I have a natural glow after using this product! Thanks Josie!,Best serum ever!,,,combination,,2014,2,Sunday
P446421,Clear Improvement Pore Clearing Moisturizer with Salicylic Acid,Origins,40.0,Skincare,Moisturizers,Moisturizers,0,4.269,17465,21143970098,3.0,0.0,,2019-08-09,The texture on this cream is too thick for my liking and hasn’t made much of a difference in my breakouts,,medium,brown,combination,brown,2019,8,Friday
P392245,Virgin Marula Luxury Face Oil,Drunk Elephant,68.0,Skincare,Moisturizers,Face Oils,0,4.311,174857,10000898917,5.0,,0.9,2017-03-01,"This is hands down the greatest oil I have ever used! I want to put it all over my body!  I love oils of all kinds, for different purposes (all oils, except essential oils, which I learned about the hard way).  I love to put coconut oil on my lips or remove eye makeup with it. Almond oil is nice for the body.  But for the face, neck and chest, I have found no other oil that works as magically as this one.  Marula is kind of like a miracle oil, at least for me.  It soaks in and really moisturizes and plumps up the skin.  It doesn’t leave you super greasy; it creates the most gorgeous glow...I mean, it really soaks in deeply. You can add extra later if you want a bit more sheen, but if you don’t want an oily look, there is no issue with this oil.  I have very sensitive, acne-prone skin. (Probably hormonal acne; it tends to be cystic).  And I can use this oil without issue.  It does not clog my pores. For my skin, Marula oil is incredibly healing.  I wish I had known about it years ago!  I am so happy to have found products that really work for my sensitive skin! I love the entire line so much! DE has changed my life! I wish I could give this 10 stars!!! Thank you!!!",Best for sensitive skin! 10 stars if I could!!,,,,,2017,3,Wednesday
P297524,Clear Improvement Active Charcoal Mask to Clear Pores,Origins,17.0,Skincare,Masks,Face Masks,0,4.329,194892,9203604730,4.0,,,2016-12-12,This is a good product. Really liked it!,Good product,,,,,2016,12,Monday
P394639,The True Cream Aqua Bomb,belif,38.0,Skincare,Moisturizers,Moisturizers,0,4.484,265050,5442515848,4.0,1.0,,2017-09-11,its very hard for me to find moisturizers that don’t make my skin break out or feel sticky or loitioned up. this gel formula gives me the moisture i need. my skin happily absorbs the gel rather then just having it surface my skin like most lotion-like moisturizers do.,very nice.,mediumTan,green,oily,brown,2017,9,Monday
P34402,Acne Control Clarifying Body Spray,Murad,48.0,Skincare,Treatments,Blemish & Acne Treatments,0,4.29,16688,5783631274,3.0,,0.83,2013-11-10,Best for use with moderate acne. I get really bad hormonal acne and using this in addition with their body wash cleared up about 75% of my problem areas in about a month. I think I will buy something just a bit stronger next time.,,,,,,2013,11,Sunday
P458216,Mini Yo Glow AHA & BHA Facial Enzyme Scrub,Wishful,21.0,Skincare,Mini Size,,1,4.246,38190,10743465305,5.0,1.0,,2020-02-20,This scrub is the best I’ve ever used. To start the smell is fantastic. It’s fresh and light and beautiful.  The pineapple extract really takes center stage. It made my skin smooth and bright. It wasn’t harsh at all my skin felt taut and had a pretty subtle glow.,THIS IS EVERYTHING!!!,lightMedium,hazel,dry,black,2020,2,Thursday
P464233,Mini Face Cream,Dr. Barbara Sturm,75.0,Skincare,Moisturizers,Moisturizers,0,4.241,2202,9620478503,4.0,1.0,,2022-11-13,This was a nice addition during the season change when my skin starts to really dry out. It’s moisturizing and not too heavy but leaves my skin soft and nourished.,Great for dryness,,brown,normal,blonde,2022,11,Sunday
P254720,Acne Control Clarifying Cream Cleanser,Murad,39.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.348,32202,160468232,5.0,,1.0,2010-01-28,"I bought this for my boyfriend who suffers from breakouts throughout the month. Since he’s been using this, his breakouts have cleared up completely!",Awesome for Acne,fair,,combination,,2010,1,Thursday
P501005,Premium BB Tinted Moisturizer with Niacinamide and SPF 40,Dr. Jart+,44.0,Skincare,Moisturizers,BB & CC Creams,1,4.323,33513,23574327834,4.0,1.0,0.67,2022-08-17,I was super excited to get this because I’ve been really wanting a tinted moisturizer type of product since I don’t wear makeup most days. I received the shade tan and it has a white cast once you apply and blend it into the skin. I’m assuming that’s from the spf in it? I had to put on some pressed foundation powder to mask the grey/white look it gave to my skin. So I can’t wear this alone. I did end up buying the darkest shade and that was way too dark. I’d rather use my spf that doesn’t give me a white cast and mix that with a foundation. I didn’t take off a bunch of stars simply because the formula is great and does look very skin like. It allows your skin to breathe while providing the sun protection. It evens out your skin tone,Great but not for me,mediumTan,brown,normal,black,2022,8,Wednesday
P458219,Watermelon Glow PHA + BHA Pore-Tight Toner,Glow Recipe,34.0,Skincare,Cleansers,Toners,1,4.373,252846,21354223810,5.0,1.0,0.0,2023-02-27,This works so well even with my sensitive skin! It gives my skin a nice glowy look and doesn’t dry it out like other toners do.,Love it,lightMedium,brown,normal,brown,2023,2,Monday
P442838,Barrier+ Triple Lipid-Boost 360° Brightening Eye Cream,Skinfix,44.0,Skincare,Eye Care,Eye Creams & Treatments,1,4.317,39524,2417700689,5.0,1.0,,2019-08-22,I received this item as a free sample gift and started using it right away. I noticed a difference in my crow’s feet right away. Love this product. Would highly recommend it.,Noticeable Difference in Crow's Feet,medium,brown,normal,brown,2019,8,Thursday
P218700,100 percent Pure Argan Oil,Josie Maran,49.0,Skincare,Moisturizers,Face Oils,0,4.5,134089,1765756673,3.0,,,2010-12-28,"Was a great product the first week, but now I am having breakouts. Think I will go back to my hope in a jar.",Not sure,fair,,combination,,2010,12,Tuesday
P456418,Wild Rose Night-Brightening Sleeping Facial,KORRES,50.0,Skincare,Moisturizers,Night Creams,0,4.36,10482,9741629790,4.0,0.0,0.5,2019-10-12,"I received this as a gift from my sister-in-law. I have dry sensitive skin. This product was hydrating and left my face with a subtle glow. My only problem is that I have tried products in the past that I enjoyed more. For me personally, I did not like the rose smell. I felt like I could taste it long after I put the lotion on my face. I am picky about smells though. This product did last me about four months using every night. I gave the product 4 stars because I do think it does what it claims, just wasn’t my thing.",This was okay but you have to like rose,light,brown,dry,blonde,2019,10,Saturday
P462699,Plum Plump Hyaluronic Acid Serum,Glow Recipe,45.0,Skincare,Treatments,Face Serums,1,4.425,159339,24779017081,5.0,1.0,0.0,2020-09-02,"Love the fact that this product is extremely lightweight and doesn’t make your face feel heavy. I received this as a complimentary products from influenster oh, but I certainly do plan on buying more in the future.",A must-have have,fairLight,green,dry,auburn,2020,9,Wednesday
P411540,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,52.0,Skincare,Moisturizers,BB & CC Creams,1,3.99,210786,8242741448,5.0,1.0,,2019-09-23,"For a super fair skinned girl , I have very red cheeks / nose areas ! This product truly did wonders for my “no makeup days” where I still wanted to feel cute. Especially on busy days where i’m on the go, or running late and just need a little help ! It covers redness perfectly but not too heavy to wear it looks like you’re wearing any makeup. It makes my skin look like it has a beautiful natural filter on it. I definitely recommend this product for anyone who struggles with red skin ! It also gives hydration ! Love it. I did receive this product complimentary for review purposes but all opinions are my own!",Works wonders !,light,blue,normal,blonde,2019,9,Monday
P469519,RESIST Advanced Replenishing Toner with Hyaluronic Acid,Paula's Choice,26.0,Skincare,Cleansers,Toners,0,4.73,37158,6554352606,5.0,1.0,,2022-12-13,This product is definitely a new go to in my skincare routine! It left my skin feeling hydrated and looking glowy. It was easy to incorporate into my current routine!this is definitely a staple for those who live in cold climates in the winter,,lightMedium,brown,combination,,2022,12,Tuesday
P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,14.0,Skincare,Mini Size,,0,4.212,121678,26011320412,5.0,1.0,1.0,2020-05-08,Best face wash ever. Super bubbly and smells refreshing! I would highly recommend this!,,light,hazel,combination,brown,2020,5,Friday
P126301,Take The Day Off Cleansing Balm Makeup Remover,CLINIQUE,38.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.529,185324,11769130474,2.0,0.0,1.0,2019-10-28,"Takes off makeup great. Wouldn’t use around the eyes if you are sensitive. My main issue with this is that it clogged my pores pretty bad when I used this as my first cleanser in double cleansing. I don’t usually get red, inflamed acne but this sure gave me it. The first ingredient Ethylhexyl Palmitate is highly comedogenic.",Clogged Pores,lightMedium,brown,combination,brown,2019,10,Monday
P411393,Bye Bye Redness Neutralizing Color-Correcting Cream,IT Cosmetics,35.0,Skincare,Moisturizers,Moisturizers,0,4.177,64038,1843646859,2.0,0.0,,2018-02-19,I had high hopes for this. It corrected my redness and was long lasting but my face broke out in a few places after using it twice.,Made me breakout,light,brown,oily,brown,2018,2,Monday
P454019,Teatreement Moisturizer,Dr. Jart+,35.0,Skincare,Moisturizers,Moisturizers,1,4.244,13761,9589673618,4.0,1.0,0.0,2020-01-08,I enjoyed this product. The only down fall is I have sensitive skin so it kinda burned. Other than that it was a clean skin feeling.,Try this,fair,brown,combination,brown,2020,1,Wednesday
P479904,Mini Lapis Blue Tansy Face Oil - For Oily & Acne-Prone Skin,Herbivore,15.0,Skincare,Moisturizers,Face Oils,1,4.246,4593,5701462154,4.0,,0.4,2017-07-23,"let me just say I absolutely hate the smell of this. I’ve used other blue tansy products so I’m not sure what it is but this to me smells straight up like Jack Daniels. not sure why or how and I’m sure I’m the only one but it does. having a horrible college experience with Jack Daniels, I wasn’t able to use this oil for a long period of time since the smell makes me nauseous. BUT! this is the ultimate skin irritation savior. it is amazing for any kind of acne and it does absorb into the skin with some time. I had used a mask that started making me break out immediately after I rinsed it off. I decided to apply this heavily to my face and massage it into the affected area. after about a couple hours the irritation and bumps were 70% gone and by morning they were completely gone without a trace. I will be keeping this in my arsenal without a second thought. if you have any kind of acne or easily irritated skin, this is a must!",mixed thoughts but worth it,,,,,2017,7,Sunday
P297517,Super Spot Remover Acne Treatment Gel,Origins,20.0,Skincare,Treatments,Face Serums,0,3.935,98392,9520406568,1.0,0.0,,2018-07-15,"I was so excited to try this because of the awesome reviews, but was very disappointed. This product did NOTHING for me. It was tingly when I put it on which gave me hope, but this gel didn’t even manage to reduce redness. Waste of my money.",Waste of money,fairLight,blue,combination,red,2018,7,Sunday
P421275,Salicylic Acid Acne Healing Dots,Peace Out,19.0,Skincare,Treatments,Blemish & Acne Treatments,0,4.178,316297,5331693574,4.0,1.0,,2019-06-21,"These acne healing dots work extremely well and made everything come to the top. My pimple began to heal the next day. Although they worked well, the price is a bit much . I’ve found cheaper dots that work just as well. I received this product complimentary from Influenster, but all opinions are my own.",Did the job,lightMedium,blue,combination,brown,2019,6,Friday
P467602,Triple Algae Eye Renewal Balm Eye Cream,Algenist,68.0,Skincare,Eye Care,Eye Creams & Treatments,1,4.531,17890,1388932784,5.0,1.0,0.67,2021-03-03,amazing!!! I live in the driest state and this eye balm is really save me!! Especially now during the cold winter. After a week of use i noticed one of my eyelid is not as drooping as before..and the little fine line under my eyes starts to looking less .. It is so quenching to the skin so i only need to use a little bit each time.,Amazing!!!,light,brown,normal,black,2021,3,Wednesday
P122727,Repairwear Anti-Gravity Eye Cream,CLINIQUE,54.0,Skincare,Eye Care,Eye Creams & Treatments,0,4.17,11912,1242607141,5.0,,,2011-08-05,"I’ve had horrible luck trying to find eye creams to use before makeup that aren’t greasy that wind up smearing my mascara. Now this one is NOT perfect, and if you apply too much (and are prone to mascara smudging) then all bets are off. However, if I go very light on days when I do want to wear mascara and liner etc., I can avoid the raccoon eyes yet still have nicely treated skin around the eyes that’s not dried out and wrinkly. I do not wear foundation or do any other makeup on my face besides mascara, liners, and pencils, so I don’t know how this would be layered with a primer like urbandecay eyeshadow primer potion or similar.",Nice and non-greasy,lightMedium,,normal,,2011,8,Friday
P269122,Alpha Beta Extra Strength Daily Peel Pads,Dr. Dennis Gross Skincare,92.0,Skincare,Treatments,Facial Peels,1,4.546,234295,23485066803,5.0,1.0,,2019-07-16,"Wow my skin has never looked better! This exfoliant has changed my skin in so many ways, it’s made it healthier and it glows! This product is a multi tasker.",Amazing product,fair,blue,combination,blonde,2019,7,Tuesday
P483136,Targeted Anti-Aging Bakuchiol Serum,SEPHORA COLLECTION,20.0,Skincare,Treatments,Face Serums,1,4.6,10653,7191181487,4.0,0.0,,2022-05-17,"Because I haven’t been using this long enough to see results on my skin, I can only speak to the application experience. This serum starts as an opaque milky white, then spreads out like a clear gel. It has a faint scent like a disinfectant wipe that dissipates on the skin. It layers well, doesn’t pill, and is comfortable to wear.","Odd smell, nice serum",light,green,normal,blonde,2022,5,Tuesday
P500633,Tea Elixir Niacinamide & Hyaluronic Acid Anti-Aging Serum,fresh,80.0,Skincare,Treatments,Face Serums,0,4.772,21533,8755413200,5.0,1.0,,2022-08-08,"I am in love with this serum! I could see the result already after the first use.  My skin has a smoother texture, visible glow, restored bounce, and reduced look of wrinkles. I totally recommend trying this serum!",Awesome,lightMedium,green,combination,blonde,2022,8,Monday
P456399,Ultimate Sun Protector Cream SPF 50+ Face Sunscreen,Shiseido,40.0,Skincare,Sunscreen,Face Sunscreen,0,4.276,6649,6657488170,4.0,1.0,,2020-04-13,This product is nice but I did notice it does leave a bit of a white cast if you use too much. A little goes a long way.,,light,hazel,combination,brown,2020,4,Monday
P500245,C Beyond Triple Serum SPF 40 Mineral Sunscreen with Vitamin C 10% + Niacinamide,ILIA,64.0,Skincare,Sunscreen,Face Sunscreen,0,3.661,24716,2349342855,5.0,1.0,0.8,2022-06-01,"Ever since working from home, I’ve paired my beauty routine down to nothing. My skincare has taken the front seat and ILIA has been my go-to. This new product takes care of my quick errand needs, I wear it alone, it’s translucent but I feel like the darkest tone gives me a subtle alive look. It takes care of my SPF which I love since it takes that extra step away and I just look fresh! I also layered it with the skin tint foundation and loved that I could add the vitamin C without waiting for my serum to dry. I think it’s a game changer and I’m here for it!!! Please go onto their site for more info, I don’t think Sephora does a good job with the description, I also used their site the shade match since I do all my shopping online! ** don’t judge LOL",OBSESSED,medium,brown,combination,brown,2022,6,Wednesday
P422430,Hydra Zen Gel-Cream Oil-Free Moisturizer with Salicylic Acid,Lancôme,48.0,Skincare,Moisturizers,Moisturizers,0,4.563,15564,2725492799,5.0,1.0,,2018-07-19,This moisturizer is amazing! It is lightweight and not oily. I have combo skin and this help control the oiliness I get throughout the day. It smells amazing and it makes my mornings feel more luxurious. I would highly recommend this moisturizer.,Magnificent moisturizer,tan,brown,combination,black,2018,7,Thursday
P269122,Alpha Beta Extra Strength Daily Peel Pads,Dr. Dennis Gross Skincare,92.0,Skincare,Treatments,Facial Peels,1,4.546,234295,1370803404,5.0,,0.8,2013-03-27,"I received a small sample of these as a 100-point perk and on day two purchased an entire pack. There are very few products I have ever used that have given me such a tangible, immediate result. I have a fair complexion with slight hormonal acne and some large pores around my nose. I should say, I HAD those things. After five days of these pads, my complexion was revitalized. I am sold.",Worth the money,,,,,2013,3,Wednesday
P462347,E-Rase Milki Micellar Water Mini,Drunk Elephant,14.0,Skincare,Mini Size,,0,4.281,19854,5676791278,4.0,1.0,1.0,2020-08-11,"I am an avid micellar water user, my normal go to is the blue cap by Garnier. So testing out a new brand would be interesting.First off, the packaging is adorable. It feels like a quality product before you even try it.Second, the texture is thick and milky. No odd odors or colors, which I liked due to my sensitive skin.Lastly, how did it work? The Drunk Elephant milky micellar water dissolves makeup quite well. I use waterproof mascara, so it took another cotton round to fully knock it out. This stuff works",,light,blue,combination,brown,2020,8,Tuesday
P421243,Sugar Hydrating Lip Balm,fresh,19.0,Skincare,Lip Balms & Treatments,,0,4.199,132861,5279069523,5.0,1.0,,2019-01-09,such a refreshing experience! i can always count on this to hydrate my lips!,12/10 would recommend!!!,light,blue,combination,brown,2019,1,Wednesday
P278317,Facial Radiance Pads,First Aid Beauty,36.0,Skincare,Treatments,Facial Peels,0,4.278,127405,1583851613,5.0,,1.0,2011-02-09,All the girls in the store told me this product would change my life! It is fabulous! It’s helping with the dryness I’m experiencing this winter and with my redness. I just went back and purchased the face wash. I’m in LOVE with this brand!,Love!,fair,,dry,,2011,2,Wednesday
P427414,Natural Moisturizing Factors + HA,The Ordinary,6.5,Skincare,Treatments,Face Serums,0,4.147,258456,22367236469,4.0,1.0,0.0,2020-02-07,"Great moisturizer for the price love it. I would recommend this to anyone especially, someone on a budget.",,light,hazel,normal,brown,2020,2,Friday
P479318,10% Niacinamide Night Mask,Farmacy,44.0,Skincare,Masks,Face Masks,1,4.676,56372,6058344798,5.0,1.0,0.0,2022-01-11,"This mask was gifted to me by Farmacy Beauty. I really enjoyed using this product. I’m a fan of night masks overall. It’s not a miracle product that will deliver results after only one time use, but over the course of few weeks it will help your skin look more supple and hydrated. My skin feels very silky when I wake up. This mask has a gel-like texture, it’s very light and it has a slight cooling effect.",,,,combination,,2022,1,Tuesday
P472454,Vinosource-Hydra Moisturizing Sorbet,Caudalie,38.0,Skincare,Moisturizers,Moisturizers,0,4.22,9188,6758671222,3.0,,,2017-06-01,"I got the birthday sample, and it was really nice with the serum, but the serum ran out before the sorbet did, so I just used it alone, and I was not that impressed. It didn’t do much for my skin. It’s only good with the serum, it seems, or the serum is what’s doing all the work. I personally don’t like that I have to add this extra step to my routine when I can get moisturizers that work fine on their own.",Birthday Sample,,,,,2017,6,Thursday
P459301,Mini GOOPGLOW 15% Glycolic Acid Overnight Glow Peel,goop,45.0,Skincare,Mini Size,,0,4.255,3228,2065014913,4.0,1.0,,2020-05-22,"I received this to try from Influenster and it is definitely a great over night peel. In the morning when i washed my face, I could see the difference in the brightness of my skin. The only thing about this which made me give it 4 instead of 5 stars is the price. It does what other overnight peels do at a much higher price.",Does what it says!,deep,brown,dry,black,2020,5,Friday
P126301,Take The Day Off Cleansing Balm Makeup Remover,CLINIQUE,38.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.529,185324,24283918608,5.0,1.0,1.0,2021-09-07,Perfect for removing makeup and works on waterproof mascara easily,Great makeup remover,lightMedium,brown,combination,brown,2021,9,Tuesday
P122900,Dramatically Different Moisturizing Gel,CLINIQUE,32.5,Skincare,Moisturizers,Moisturizers,0,4.438,95864,21374473149,5.0,1.0,,2018-12-08,"This is my absolute favorite moisturizer. I have a lot of allergies to different ingredients and this is one of the few moisturizers I can use without reacting to it AND that actually moisturizes my skin, does not clog my pores, and does not feel too heavy as the day goes on. I usually sandwich this between a serum and a sunscreen, and in the current winter months I’ve been adding a little bit of oil for some extra hydration - either way, it wears really well throughout the day and works nicely under makeup. It’s the only moisturizer I’ve ever purchased and I will definitely continue to repurchase. Love it.",Holy Grail,fair,green,normal,brown,2018,12,Saturday
P417936,Rose & Hyaluronic Acid Deep Hydration Toner,fresh,46.0,Skincare,Cleansers,Toners,0,4.164,159149,21517177400,5.0,1.0,0.78,2020-05-20,This is by far one of the best toners I have ever used! My skin has never felt so hydrated and soft to the touch after toning. It smells fantastic and pretty natural so I don’t imagine people who are sensitive to scents would have an issue. It is a bit pricey and when you get to the end of the bottle the petals start to come out of the bottle/clog the opening but it wasnt that much of an issue. I think the quality of the product makes it worth it! Def on my holy grail list!,Ultra Hydrating/Softening!!!,lightMedium,brown,combination,black,2020,5,Wednesday
P9940,Essential-C Day Moisture Broad Spectrum SPF 30 PA+++,Murad,68.0,Skincare,Moisturizers,Moisturizers,0,4.249,24570,1317064952,4.0,,,2016-11-16,This is a great lightweight moisturizer. I do feel as though it’s a little overpriced for daily coverage though.,,,,,,2016,11,Wednesday
P500756,10% Vitamin C Brightening Serum,First Aid Beauty,50.0,Skincare,Treatments,Face Serums,1,4.678,16175,23077470685,5.0,1.0,,2022-07-12,Super light weight and leaves skin hydrated! Love the feeling,,light,brown,dry,auburn,2022,7,Tuesday
P377533,Alpha Beta Universal Daily Peel Pads,Dr. Dennis Gross Skincare,92.0,Skincare,Treatments,Facial Peels,1,4.49,121149,6750642097,5.0,1.0,0.93,2021-01-18,"SO worth the money! Bought these (along with the Dr Dennis Gross face wash) after having serious flare ups with my skin, and my old products stopped working. I’ve only been using these for 5 days, and already see an extremely noticeable difference. Helping with my acne breakouts, pore size, and to even out skin texture. Worth the investment!",SO worth the money,lightMedium,blue,dry,brown,2021,1,Monday
P399623,Luminous Dewy Skin Mist,Tatcha,49.0,Skincare,Moisturizers,Mists & Essences,1,3.951,209577,22873097293,5.0,1.0,0.8,2020-10-29,Love this product. Makes me and my skin feel glowy and hydrated. It is on the pricy side but lasts a long time. I would personally want to splurge money on this bottle that makes my skin feel at its best!,love it,light,,dry,,2020,10,Thursday
P481817,"Beauty Elixir Prep, Set, Glow Face Mist",Caudalie,49.0,Skincare,Moisturizers,Mists & Essences,0,4.24,39840,1310321061,4.0,,,2008-09-12,"I don’t know if this does all that it claims to do, but the truth is it feels refreshing and clean on my face, dries quickly, and helps with headaches. It’s a great pick-me-up! If you have the money to spend on something like this, go for it, but there are other products more worth a splurge.","Maybe not a miracle, but...",fair,,combination,,2008,9,Friday
P460516,Papaya Sorbet Smoothing Enzyme Cleansing Balm & Makeup Remover,Glow Recipe,32.0,Skincare,Cleansers,Face Wash & Cleansers,1,4.199,87376,7085045702,5.0,1.0,,2020-08-27,"Love this product! Smells amazing, works super well.",,light,green,combination,brown,2020,8,Thursday
P453824,Vital-E Antioxidant Recovery Cream,Peter Thomas Roth,75.0,Skincare,Moisturizers,Moisturizers,0,4.411,5199,24416110195,5.0,1.0,,2020-01-14,The face and eye cream is very lightweight and not oily or sticky and after applying it you really do not feel like you have anything on your face. After using it for several weeks I did feel that my skin appeared to be brighter. I received this complementary with Influenster and it was a great gift indeed,Super light,deep,brown,oily,brown,2020,1,Tuesday
P254720,Acne Control Clarifying Cream Cleanser,Murad,39.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.348,32202,1351262346,5.0,,,2013-01-17,"My issues have always been acne and over oil production. No products have ever worked and I have tried everything out there. Now that I am aging, I decided to try this product for its anti aging properties. About to purchase my second bottle. My acne has cleared up and my skin looks better than ever!",Best Acne Cleanser out there,,,combination,,2013,1,Thursday
P445827,Sugar Strawberry Exfoliating Face Wash,fresh,33.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.16,61862,6188303384,5.0,1.0,0.0,2019-05-28,This product made my skin feel so smooth afterwards and look shiny clean! Has a really great smell also!,amazing!!,light,blue,oily,brown,2019,5,Tuesday
P126301,Take The Day Off Cleansing Balm Makeup Remover,CLINIQUE,38.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.529,185324,7832573406,5.0,1.0,,2020-05-23,A little goes a long way. It doesn’t leave your face feeling greasy like other cleansing balms.,,mediumTan,brown,dry,black,2020,5,Saturday
P480612,Santorini Grape Poreless Skin Cream,KORRES,38.5,Skincare,Moisturizers,Moisturizers,0,4.403,5890,10471251200,5.0,1.0,,2022-01-20,"I received this product from Influenster for my honest review. I really like this product, it feels super nice on the skin. Very hydrating and soft. Korres always has great products!",,fair,brown,combination,black,2022,1,Thursday
P447791,Avocado Fine Line Eye Cream with Retinol,Glow Recipe,42.0,Skincare,Eye Care,Eye Masks,1,4.109,176653,22852826492,5.0,1.0,,2019-09-20,"My favorite mask for my under eyes, keeps my under eye feeling fresh and cool over night.  This also has helped with my dark circles.",Amazing !,fair,brown,dry,brown,2019,9,Friday
P475086,BioLumin-C Vitamin-C Gel Moisturizer,Dermalogica,69.0,Skincare,Moisturizers,Moisturizers,0,4.638,6836,1314992825,5.0,1.0,,2021-10-02,"I’m love with my gifted by Dermalogica’s BioLumin-C Gel Moisturizer because it’s so darn good! I apply morning and night and wait a minute for it to be fully absorbed and I’ve seen results and I just love the gel formula too. My skin feels more hydrated and soft after application. My skin has started to look more luminous, even snd brighter with continued use and I couldn’t be more happier because that was what I was looking for. It’s got great proven ingredients like Ulta Stable Vitamin C Complex, Squalane, 5 types of Hyaluronic Acid, Phytic Acid and Pumpkin Enzymes. Together they get give you glowing hydrated skin. I highly recommend!",Glowing hydrated skin!,medium,brown,combination,brown,2021,10,Saturday
P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0,Skincare,Lip Balms & Treatments,,1,4.351,1081315,1664540923,5.0,1.0,,2019-11-08,Awesome product.  There are very few makeup related products that I repeatedly purchase as I always like trying new and different things.  This is one item that I keep going back for.  I live in Colorado where the climate is really dry and my lips have suffered!  This helps tremendously if I use it every night!,The perfect lip mask!,fairLight,brown,combination,brown,2019,11,Friday
P466117,Sweet Biome Fermented Sake Hydrating Spray,Drunk Elephant,42.0,Skincare,Moisturizers,Mists & Essences,0,3.883,15545,6989619879,4.0,1.0,1.0,2021-01-17,"I recently received this product free to test in exchange for an honest review.I’ve never used a drunk elephant product before, but I am glad I’ve now tried this ine. I like the refreshing mist. My Face feels dewey and soft after using it. The smell is light and not artificial. The mist is light as it touches your face.",Great face mist,light,brown,combination,brown,2021,1,Sunday
P439058,Violet-C Brightening Serum 20% Vitamin C + 10% AHA,Tatcha,89.0,Skincare,Treatments,Face Serums,1,4.212,129875,22362926491,5.0,1.0,,2019-01-30,"I received the Violet-C brightening Serum complimentary from Influenster. I absolutely love this product! It makes my skin feel so soft, definitely helps even out my skin tone and results were visible within a week of using! I am definitely going to purchase another bottle when I am done with this one.",,mediumTan,brown,combination,brown,2019,1,Wednesday
P456412,Greek Yoghurt Foaming Cream Cleanser,KORRES,28.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.567,38097,1736630687,5.0,1.0,,2019-04-19,"I recently tried out this face wash. It was my first yoghurt based product and I loved how creamy it was and it smelled great. It left my face feeling fresh and moisturized. I received this item complimentary in exchange for review, but I plan to purchase it myself soon!",Moisturizing face wash,fair,hazel,combination,brunette,2019,4,Friday
P297516,Checks and Balances Frothy Face Wash,Origins,27.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.289,98621,1731765982,4.0,,,2015-03-06,"This lasts a long time. I was using it for awhile, but I found it too drying so my husband uses it now and he loves it.",A little goes a long way,,,combination,,2015,3,Friday
